번호,번호2,학년-반-번호,자료명,저자명,청구기호,대출일,반납일
241,A100156,,조선과학실록,이성규 지음,911.05 이54ㅈ,2015.10.13,2015.10.13
242,A100388,,고구려. 1: 도망자 을불,김진명 지음,813.6 김78ㄱ v.1,2015.10.16,2015.11.03
243,A100453,,조선 왕을 말하다,이덕일 지음,911.05 이24ㅈ,2015.10.28,2015.12.01
244,A100146,,(장콩 선생님과 함께 묻고 답하는)한국사 카페. 1: 선사 시대부터 조선 후기까지,장용준 지음;서은경 그림,911 장65ㅎ v.1,2015.10.29,2015.12.08
245,A100388,,고구려. 2: 다가오는 전쟁,김진명 지음,813.6 김78ㄱ v.2,2015.11.03,2015.12.08
246,A100388,,난중일기,이순신 지음;송창현 엮음,813.5 이56ㄴ,2015.11.03,2015.12.08
247,A100374,,"그건, 사랑이었네",한비야 지음,,2015.11.05,2015.12.03
248,A100374,,백야행. 1,히가시노 게이고 지음;정태원 옮김,833.6 히12ㅂ v.1,2015.11.05,2015.12.03
249,A100162,,메이커의 시대,박영숙 지음,321.524 박64ㅁ,2015.11.06,2016.02.04
250,A100162,,창의융합 프로젝트 아이디어북,조준동 지음,530.8 조76ㅊ,2015.11.06,2015.11.20
251,A100162,,지식재산 스타트,송상엽 지음,365.9 송52ㅈ,2015.11.06,2015.12.07
252,A100162,,(대화하는 사물을 만드는)아두이노 통신프로젝트,서영배 지음,569 서64ㅇ,2015.11.06,2015.11.20
253,A100162,,"엄마는 궁금하다, SW코딩 교육이 뭔지",박은정 지음,005.07 박67ㅇ,2015.11.06,2015.11.16
254,A100162,,한계비용 제로 사회,제러미 리프킨 지음;안진환 옮김,331.544 리897ㅎ,2015.11.09,2015.12.09
255,A100475,,글자전쟁,김진명 지음,813.6 김78ㄱ,2015.11.16,2015.11.17
256,A100516,,딸에게 주는 레시피,공지영 지음;이장미 그림,814.6 공78ㄸ,2015.12.07,2015.12.18
257,A100516,,반짝반짝 빛나는,에쿠니 가오리 지음;김난주 옮김,833.6 에876ㅂ,2015.12.07,2015.12.17
258,A100516,,냉정과 열정사이. BLUE,츠지 히토나리 지음;양억관 옮김,833.6 냉74ㅅ v.1,2015.12.07,2015.12.17
259,A100516,,(놀면서 배우는) 생활 속 과학,톰 팃 글;루이 포예;미하일 볼코프 그림;송경은 옮김,404 팃885ㅅ,2015.12.07,2015.12.17
260,A100516,,이토록 수학이 재미있어지는 순간,야나기야 아키라 지음;신은주 옮김,410.4 야192ㅇ,2015.12.07,2015.12.17
261,A100516,,굿캐스팅,지은이: 안지은,681.6 안78ㄱ,2015.12.07,2015.12.17
262,A100516,,고전으로 가는길,동국대학교교양교육원,809 동16ㄱ,2015.12.07,2015.12.17
263,A100516,,광장.구운몽,최인훈 지음,813.6 최68ㄱ c.24,2015.12.07,2015.12.17
264,A100516,,불량한 엄마,최영애 지음,813.7 최64ㅂ c.2,2015.12.07,2015.12.17
265,A100516,,(the) 클럽,천계영 지음,813.7 천14ㅋ,2015.12.07,2015.12.17
266,A100516,,환상비행,이경화 지음,813.7 이14ㅎ,2015.12.07,2015.12.17
267,A100516,,나는 할머니와 산다,최민경 지음,813.6 최38ㄴ,2015.12.07,2015.12.17
268,A100516,,나쁜 엄마,박성경 지음,813.7 박54ㄴ,2015.12.07,2015.12.17
269,A100516,,마당을 나온 암탉,황선미 지음;김환영 그림,813.6 황54ㅁ c.2,2015.12.07,2015.12.17
270,A100516,,자전거 도둑,박완서 지음,813.8 박65ㅈ c.2,2015.12.07,2015.12.17
271,A100516,,못 가본 길이 더 아름답다,박완서 지음,814.6 박65ㅁ,2015.12.07,2015.12.17
272,A100516,,엄마의 말뚝,박완서 지음,813.6 박65ㅇ c.3,2015.12.07,2015.12.17
273,A100516,,유진과 유진,이금이 지음,813.6 이17ㅇ,2015.12.07,2015.12.17
274,A100516,,얼음이 빛나는 순간,이금이 지음,813.6 이17ㅇ,2015.12.07,2015.12.17
275,A100516,,소희의 방,이금이 지음,813.6 이17ㅅ,2015.12.07,2015.12.17
276,A100516,,숨은 길 찾기,이금이 지음;이누리 그림,813.6 이17ㅅ,2015.12.07,2015.12.17
277,A100516,,묻고 답하는 청소년 진로 카페,허은영 지음,372.68 허67ㅁ,2015.12.07,2015.12.17
278,A100516,,(십대를 위한)진로 콘서트,권순이;오흥빈;은혜정 [공] 지음;이정민 (kahoo) 그림,372 권56ㅈ,2015.12.07,2015.12.17
279,A100516,,자기소개서로 대학가기,이만석 지음,377 이32ㅈ,2015.12.07,2015.12.17
280,A100516,,국어샘과 진로샘이 함께 만든 진로독서,김영찬 외 7명 지음,372 김64ㄱ,2015.12.07,2015.12.17
281,A100516,,선배 멘토와 함께 하는 대학 학과 선택 가이드. 1: 인문 사회과학 교육 예체능,미래엔진로적성연구소 지음,372.68 미293ㅅ v.1,2015.12.07,2015.12.17
282,A100516,,선배 멘토와 함께 하는 대학 학과 선택 가이드. 2: 자연과학 공학 의학,미래엔진로적성연구소 지음,372.68 미293ㅅ v.2,2015.12.07,2015.12.17
283,A100516,,어느 날 공부하기로 결심했다,박진영 외 지음,376.634 박78ㅇ,2015.12.07,2015.12.17
284,A100516,,수능이 끝나면 그네를 타라,이지은 지음,199.5 이78ㅅ,2015.12.07,2015.12.17
285,A100516,,미움받을 용기,기시미 이치로;고가 후미타케 지음;전경아 옮김,189 기58ㅁ,2015.12.07,2015.12.17
286,A100516,,나는 왜 나를 좋아하지 않을까?,애니 폭스 지음;장은선 옮김,199 폭57ㄴ,2015.12.07,2015.12.17
287,A100516,,(강신주의)감정수업,강신주 지음,181.7 강58ㄱ,2015.12.07,2015.12.17
288,A100516,,진로 직업 365,학교도서관저널 도서추천위원회 엮음,372.68 학15ㅈ,2015.12.07,2015.12.17
289,A100516,,(청소년을 위한)한국 근현대사,김인기;조왕호 공지음,911 김68ㅎ,2015.12.07,2015.12.17
290,A100516,,광고는 왜 10대를 좋아할까?,샤리 그레이든 글;미셸 라모로 그림;김루시아 옮김,325.7 그294ㄱ,2015.12.07,2015.12.17
291,A100516,,누가 내 머릿속에 브랜드를 넣었지?,박지혜 지음,325.5 박78ㄴ,2015.12.07,2015.12.17
292,A100516,,백설공주는 왜 자꾸 문을 열어 줄까,박현희 지음,331.1 박94ㅂ c.2,2015.12.07,2015.12.17
293,A100516,,(사회적 감수성을 키우는)시민 교과서,전국사회교사모임 지음,329.4 전16ㅅ,2015.12.07,2015.12.17
294,A100516,,"10대, 지금의 고민이 널 성장시켜줄 거야",김경민 지음,331 김14ㅅㄱ c.2,2015.12.07,2015.12.17
295,A100521,,숨어 있는 한국 현대사,임기상 지음,911.07 임18ㅅ,2015.12.10,2016.01.07
296,A100521,,행복해지는 가장 간단한 방법,헬렌 켈러 지음;안기순 옮김,,2015.12.10,2016.01.07
297,A100162,,(2012 시나공)워드프로세서 1급 실기,길벗R&D 지음,,2015.12.14,2016.02.02
298,A100162,,(시나공 기출문제집) 컴퓨터활용능력 1급 필기. 1,길벗 R＆D 지음,004.077 길44ㅋ v.1,2015.12.14,2016.02.02
299,A100162,,(전문과정) 엑셀 2010,IT 도서 R&D팀 엮음,005.53 아68ㅇ,2015.12.14,2016.02.04
300,A100162,,(시나공 기출문제집) 컴퓨터활용능력 2급 필기. 2,길벗 R＆D 지음,004.077 길44ㅋ v.2,2015.12.14,2015.12.14
301,A100017,,생명과학,Campbell [외] 저;전상학 [외] 역,100 470 캠44ㅅ,2015.12.17,2016.03.02
302,A100017,,유전학의 이해,벤자민 A. 피어스 지음;전상학;강성만;권혁빈;김남수;김세재;김영호;나종길;오범석;유시욱;이일하;이임순;,476.1 피64ㅇ,2015.12.17,2016.03.02
303,A100017,,생명과학,Campbell [외] 저;전상학 [외] 역,100 470 캠44ㅅ,2015.12.17,2015.12.17
304,A100019,,한국인. 2,고원정 지음,813.6 고66ㅎ v.2,2015.12.17,2015.12.18
305,A100019,,한국인. 1,고원정 지음,813.6 고66ㅎ v.1 c.2,2015.12.17,2015.12.18
306,A100162,,(세상을 변화시키는 새로운 혁명) 3D 프린터,이기훈;장수영;이소영;서민호 지음,004.76 이18ㅅ,2016.01.11,2016.02.04
307,A100162,,인공 지능은 뇌를 닮아 가는가,유신 지음,004.73 유58ㅇ,2016.01.11,2016.02.02
308,A100162,,사물인터넷,커넥팅랩 지음,004.58 커194ㅅ,2016.01.11,2016.02.05
309,A100388,,남한산성,김훈 지음,813.6 김96ㄴ c.2,2016.02.11,2016.03.07
310,A100161,,미움받을 용기,기시미 이치로;고가 후미타케 지음;전경아 옮김,189 기58ㅁ,2016.03.09,2016.06.21
311,A100388,,(2012 시나공)워드프로세서 1급 실기. 실기,길벗R&D 지음,,2016.03.10,2016.05.10
312,A100220,,7년의 밤,정유정 지음,813.6 정66ㅊ,2016.03.14,2016.03.25
313,A100475,,(뉴욕 최고의 퍼스널 쇼퍼가 알려주는)패션 테라피,베티 할브레이치;샐리 웨디카 [공]지음;제프리 풀비마리 그림;최유경 옮김,592 할47ㅍ,2016.03.14,2016.03.14
314,A100273,,불안,알랭 드 보통 지음;정영목 옮김,,2016.03.15,2016.07.18
315,A100412,,三國志. 1: 도원에서 의를 맺다,나관중 지음;정비석 옮김,823.5 나15ㅅ v.1,2016.03.17,2016.04.07
316,A100510,,(조벽 교수의)수업 컨설팅,조벽 지음,374.5 조44ㅅ c.2,2016.03.17,2016.12.05
317,A100510,,"교사, 수업에서 나를 만나다",김태현,373 김883ㄱ c.4,2016.03.17,2016.11.22
318,A100374,,나는 빠리의 택시운전사,홍세화 지음,,2016.03.24,2016.04.21
319,A100374,,슬픈 외국어,무라카미 하루키 지음;김진욱 옮김,,2016.03.24,2016.04.21
320,A100352,,변경. 1,이문열 지음,813.6 이36ㅂ v.1,2016.03.28,2016.05.09
321,A100386,,The Cookies,임애연 지음,594.71 임63ㅋ,2016.03.31,2016.07.05
322,A100085,,생명과학,Campbell [외] 저;전상학 [외] 역,100 470 캠44ㅅ,2016.04.01,2016.04.01
323,A100085,,이기적 유전자,리처드 도킨스 지음;홍영남;이상임 옮김,491.51 도878ㅇ,2016.04.01,2016.04.01
324,A100085,,유전학의 이해,벤자민 A. 피어스 지음;전상학;강성만;권혁빈;김남수;김세재;김영호;나종길;오범석;유시욱;이일하;이임순;,476.1 피64ㅇ,2016.04.01,2016.04.01
325,A100085,,(수학으로 배우는)파동의 법칙,Transnational college of LEX 지음;이경민 옮김,414 트293ㅍ c.4,2016.04.01,2016.04.01
326,A100085,,(알기 쉽고 재미있는)분자생물학,David P. Clark;Lonnie D. Russell [공]지음;이명석 옮김,472.88 클292ㅂ,2016.04.01,2016.04.01
327,A100085,,해답은 DNA,마크 슐츠 글;잰더 캐논;캐빈 캐논 [공]그림;김명주 옮김,476.1 슐85ㅎ,2016.04.01,2016.04.01
328,A100085,,(알짜배기) 과학상식. 2,서울과학고등학교 선생님들 지음,400 선53ㄱ v.2,2016.04.01,2016.04.01
329,A100085,,물리화학실험,대한화학회 지음,431.4 대92ㅁ,2016.04.01,2016.04.01
330,A100085,,초파리,마틴 브룩스 지음;이충호 옮김;임종철 일러스트,476.1 브296ㅊ,2016.04.01,2016.04.01
331,A100085,,(물리와 친해지는)1분 실험,사마키 다케오 글;조민정 옮김,420.7 사32ㅇ,2016.04.01,2016.04.01
332,A100085,,과학용어사전,뉴턴코리아,403 뉴884ㄱ,2016.04.01,2016.04.01
333,A100414,,마윈,류스잉;펑정 [공]지음;양성희 옮김,325.09 류57ㅁ,2016.04.04,2016.04.18
334,A100414,,화,틱낫한 지음;최수민 옮김,220.4 틱192ㅎ,2016.04.04,2016.04.04
335,A100414,,간고등어 코치 王자를 부탁해,최성조 지음,593.5 최54ㄱ,2016.04.05,2016.04.05
336,A100414,,간고등어 코치 S라인 부탁해,최성조 지음,593.5 최54ㄱ,2016.04.05,2016.04.05
337,A100414,,(혼자서 12주에 끝내는) 입시체육 합격 가이드,이신언 지음,692.9 이58ㅇ,2016.04.05,2016.06.16
338,A100220,,신. 1,베르나르 베르베르 지음;이세욱 옮김,863 베297ㅅ v.1,2016.04.06,2016.04.12
339,A100412,,싸드,김진명 지음,,2016.04.07,2016.05.09
340,A100220,,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해,무라카미 하루키 지음 ;양억관 옮김,833.6 무292ㅅ,2016.04.12,2016.05.17
341,A100220,,여자 없는 남자들,무라카미 하루키 지음;양윤옥 옮김,833.6 무292ㅇ,2016.04.12,2016.05.17
342,A100427,,사마천 史記,사마천 지음;스진 풀어씀;노만수 옮김,912.03 사32ㅅ c.2,2016.04.14,2016.06.01
343,A100427,,모택동 vs 장개석,이건일 지음,340.912 이14ㅁ,2016.04.14,2016.06.01
344,A100427,,나의 생애와 사상,알베르트 슈바이처 지음;천병희 옮김,165.7 슈42ㄴ,2016.04.14,2016.06.01
345,A100374,,모방범. 1,미야베 미유키 지음;양억관 옮김,833.6 미66ㅁ v.1,2016.04.21,2016.04.28
346,A100374,,"채소의 기분, 바다표범의 키스",무라카미 하루키 지음;오하시 아유미 그림;권남희 옮김,838 무292ㅊ,2016.04.21,2016.05.12
347,A100414,,"아리랑. 1: 제1부 아, 한반도",조정래 지음,813.6 조74ㅇ v.1 c.2,2016.04.21,2016.06.02
348,A100447,,Bridge to Terabithia,by Katherine Paterson;ill. by Donna Diamond,영 843 D537b,2016.04.29,2016.06.08
349,A100137,,한국미술사를 보다. 2: 건축사·공예사·한국미,심영옥 지음,609.1 심64ㅎ v.2,2016.05.03,2016.07.08
350,A100137,,(논술의 지배자 마열다의 한눈에 사로잡는) 슈퍼논술. 개념,마열다 지음,802 마64ㅅ,2016.05.03,2016.07.08
351,A100137,,힘 있는 글쓰기,피터 엘보 지음;김우열 옮김,802 엘45ㅎ,2016.05.03,2016.07.08
352,A100475,,No Border,장은선 지음,816.6 장67ㄴ,2016.05.03,2016.07.07
353,A100352,,사랑아 길을 묻는다,김원일,813.6 김66ㅅ,2016.05.09,2016.06.02
354,A100360,,영영한 사전,두산동아 사서편집국 편,743 사54ㅇ,2016.05.09,2016.07.08
355,A100360,,영영한 사전,두산동아 사서편집국 편,743 사54ㅇ c.2,2016.05.09,2016.07.08
356,A100360,,영영한 사전,두산동아 사서편집국 편,743 사54ㅇ c.3,2016.05.09,2016.07.08
357,A100412,,젊은 시인에게 보내는 편지,라이너 마리아 릴케 지음;김세나 옮김,856 릴874ㅈ,2016.05.09,2016.05.17
358,A100146,,(열등감을 희망으로 바꾼)오바마 이야기,헤더 레어 와그너 지음;유수경 옮김,340.99 와17ㅇ c.2,2016.05.10,2016.06.20
359,A100146,,네가 진짜로 원하는 인생을 살아,임재성 지음,372.6 임73ㄴ,2016.05.10,2016.06.20
360,A100367,,꽃들에게 희망을,트리나 폴러스 지음;김석희 옮김,843 폴294ㄲ c.3,2016.05.10,2016.06.14
361,A100374,,(공지영의) 지리산 행복학교,공지영 지음,,2016.05.12,2016.06.02
362,A100374,,맛있는 여행,구활,814.6 구95ㅁ,2016.05.12,2016.06.02
363,A100374,,28,정유정 지음,813.7 정66ㅇ,2016.05.12,2016.06.02
364,A100516,,로마인 이야기. 1: 로마는 하루아침에 이루어지지 않았다,시오노 나나미 지음;김석희 옮김,922 시65ㄹ v.1,2016.05.13,2017.02.07
365,A100386,,Monkey Puzzle,by Julia Donaldson;illustrations by Axel Scheffler,영 843 D631m,2016.05.17,2017.03.13
366,A100386,,(A)Squash and a Squeeze,by Julia Donaldson;ill by Axel Scheffler,영 843 D631s,2016.05.17,2016.05.26
367,A100386,,Lost treasure of the emerald eye. 1,by Geronimo Stilton,영 843 S857g v.1,2016.05.17,2016.05.26
368,A100386,,(The)curse of the cheese pyramid. 2,by Geronimo Stilton;[illustrated by Matt Wolf],영 843 S857g v.2,2016.05.17,2016.05.26
369,A100412,,딸에게 주는 레시피,공지영 지음;이장미 그림,814.6 공78ㄸ,2016.05.17,2016.06.10
370,A100109,,"서른살 직장인, 책읽기를 배우다",구본준 지음;김미영 [같이]지음,029 구45ㅅ,2016.05.20,2016.05.27
371,A100109,,독서 천재가 된 홍대리,이지성;정회일 [같이] 지음,029.4 이78ㄷ,2016.05.20,2016.06.22
372,A100109,,리딩으로 리드하라,이지성 지음,029.4 이78ㄹ c.2,2016.05.20,2016.05.27
373,A100475,,이상문학상 작품집. 40: 천국의 문,김경욱 [외]지음,813.6082 이52ㅁ v.40,2016.05.24,2016.06.01
374,A100447,,(하리하라의)과학블로그. 1,이은희 글;류기정 그림,404 이67ㄱ v.1,2016.05.26,2016.06.08
375,A100412,,담론,신영복 지음,001.3 신64ㄷ,2016.05.30,2017.02.01
376,A100161,,7년의 밤,정유정 지음,813.6 정66ㅊ,2016.06.01,2016.07.13
377,A100509,,이상문학상 작품집. 40: 천국의 문,김경욱 [외]지음,813.6082 이52ㅁ v.40,2016.06.01,2016.07.08
378,A100352,,어느 날 갑자기,김동익 지음,813.6 김25ㅇㄴ,2016.06.02,2016.07.08
379,A100472,,지식 e. 1,이비에스지식채널e 지음,,2016.06.02,2016.06.10
380,A100475,,살인자들과의 인터뷰,로버트 레슬러 지음;톰 샤흐트만 공저;황정하;손명희 공역,,2016.06.03,2016.06.03
381,A100447,,나목 .도둑맞은 가난,박완서 지음,100 813.6 박65ㄴ c.3,2016.06.08,2017.02.08
382,A100109,,바람이 분다 당신이 좋다,이병률 지음,818 이44ㅂ,2016.06.10,2016.06.22
383,A100361,,(판스워스 교수의)생물학 강의,프랭크 H. 헤프너 지음;윤소영 옮김,472 헤897ㅅ,2016.06.10,2016.11.18
384,A100361,,엔트로피,제레미 리프킨 지음;최현 옮김,,2016.06.10,2016.11.18
385,A100473,,철학 콘서트. [1],황광우 지음,100 100 황15ㅊ v.[1]c.13,2016.06.10,2016.07.12
386,A100473,,어린왕자 (한글판+영문판),앙투안 생텍쥐페리 지음;이화승 옮김,863 생884ㅇ c.2,2016.06.10,2016.07.12
387,A100475,,만주에서 만난 우리 역사,강응천 지음,911 강67ㅁ,2016.06.15,2016.06.17
388,A100374,,여자의 남자. 2,김한길 지음,,2016.06.23,2016.07.14
389,A100374,,여자의 남자. 3,김한길 지음,,2016.06.23,2016.07.14
390,A100374,,꽃피는 고래,김형경 지음,813.6 김94ㄲㄱ,2016.06.23,2016.07.14
391,A100146,,(평전) 스티브 잡스 vs 빌 게이츠,다케우치가즈마사,325.099 다874ㅅ c.3,2016.07.06,2016.08.19
392,A100146,,(겸손의 미덕으로 미래를 바꾼) 후진타오 이야기,박근형 지음,340.99 박17ㅎ,2016.07.06,2016.08.19
393,A100146,,실비아 플라스 동화집,실비아 플라스 지음;오현아 옮김,843 플292ㅅ,2016.07.06,2016.08.19
394,A100146,,자녀의 사춘기에서 살아남기,칼 피크하르트 지음;문세원 옮김,598.125 피877ㅈ,2016.07.06,2016.08.19
395,A100070,,라오스에 대체 뭐가 있는데요?,무라카미 하루키 지음;이영미 옮김,836 무292ㄹ,2016.07.07,2016.07.19
396,A100070,,어바웃 해피니스,어맨다 탤벗 지음 ;김난령 옮김,548.95 탤44ㅇ,2016.07.07,2016.07.08
397,A100070,,Jane Eyre,by Charlotte Bronte,영 843 B794j,2016.07.07,2016.07.19
398,A100152,,Dr. Jekyll & Mr. Hyde,Robert Louis Stevnson,영 843 S774d,2016.07.07,2016.07.20
399,A100152,,Dr. Jekyll & Mr. Hyde,Robert Louis Stevnson,영 843 S774d c.2,2016.07.07,2016.07.20
400,A100220,,국어 의미론,임지룡 지음,712 임78ㄱ,2016.07.07,2016.08.11
401,A100220,,이상 전집. 2: 단편소설-날개 외,이상 지음;권영민 엮음,810.81 이52ㅇ v.2,2016.07.07,2016.08.11
402,A100447,,How to Win Friends and Influence People,by Dale Carnegie,영     158.1 C111h,2016.07.07,2017.02.08
403,A100447,,When You Reach Me,by Rebecca Stead,영 843 S774w,2016.07.07,2016.09.07
404,A100447,,Holes,by Louis Sachar,영 843 S121h,2016.07.07,2016.07.15
405,A100447,,Hatchet,by Gary Paulsen,영 843 P111h,2016.07.07,2016.09.07
406,A100475,,(The) Phantom of the Opera,JENNIFER BASSETT,영 808.9 O98o v.1-12 c.4,2016.07.07,2016.07.07
407,A100070,,말하자면 좋은 사람,정이현,813.6 정68ㅁ,2016.07.08,2016.07.19
408,A100070,,모든 것의 목격자,켄 윌버 지음;김훈 옮김,843 윌44ㅁ,2016.07.08,2016.07.19
409,A100360,,자전거 여행. 1,김훈 글;이강빈 사진,818 김96ㅈ v.1 c.2,2016.07.08,2016.07.08
410,A100475,,칼의 노래,김훈 지음,813.6 김96ㅋ c.2,2016.07.08,2016.07.08
411,A100447,,(The)Christmas toy factory. 27,text by Geronimo Stilton;cover by Giuseppe Ferrario;illustrations by Danillo Barozzi;Francesco Caste,영 843 S857g v.27,2016.07.12,2016.08.22
412,A100447,,Wedding Crasher. 28,by Geronimo Stilton;illust by Roberto Ronchi;Christian Aliprandi;Davide Turotti,영 843 S857g v.28,2016.07.12,2016.08.17
413,A100447,,(The)Little Prince,ANTOINE DE STINT-EXUPERY,영 863 S774l,2016.07.12,2016.08.22
414,A100447,,Matilda,by Roald Dahl;illustrated by Quentin Blake,영 843 D131m,2016.07.12,2016.08.22
415,A100447,,Planets,Elizabeth Carney,영 453.183 C1119,2016.07.12,2016.11.23
416,A100453,,투명사회,한병철 지음;김태환 옮김,331.54 한44ㅌ,2016.07.13,2016.10.07
417,A100109,,(위대하고 찌질한)경제학의 슈퍼스타들,브누아 시마 지음;뱅상 코 그림;권지현 옮김,320.109 시32ㄱ,2016.07.14,2016.08.03
